label,group,description,value,unit,rationale,reference,link
Ass_T_D_Shp_sea_nat_EB_2050,ud,End-Energieverbrauch 2050 Seeschifffahrt UBA Rescue Green Supreme Studie,10000000.0,MWh,,UBA Rescue - GreenSupreme S.92,https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_Shp_sea_nat_EB_2050_Agora,ufyi,End-Energieverbrauch 2050 Seeschifffahrt Agora Studie,20000000.0,MWh,72.000 T Joule -> 1PJ = 1.000 TJ -> abgedeckt durch strombasierte Kraftstoffe,"Agora 2050, S.99",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_Air_nat_EB_2050,ud,End-Energieverbrauch 2050 internationaler Flugverkehr UBA Rescue Green Supreme Studie,42000000.0,MWh,,UBA Rescue S.92,https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_Air_nat_EB_2050_Agora,ufyi,End-Energieverbrauch 2050 Luftverkehr bundesweit - internationale Flüge,81111111.1111111,MWh,292.000 T Joule -> 1PJ = 1.000 TJ -> abgedeckt durch strombasierte Kraftstoffe,"Agora 2050, S.99",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_Air_nat_CO2em_2050,ufyi,CO2-Emissionen 2050 Ziviler Luftverkehr bundesweit  - internationale Flüge,43.0,t CO2,"Nicht-CO2-Effekte im Luftverkehr (nachrichtlich, RFI 3)","Agora 2050, S.99",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_S_Car_SEC_elec_improve_2018_2030,ui,Effizienzsteigerung Endenergieverbrauch Elektro von 2018 bis 2030 - MIV/LNF,0.16,%,"""Bis 2030 wird eine Technologieverbesserung von 12 % angenommen, Ladeverluste der Batterie sinken auf 10 %""","Fraunhofer - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_petrol_improve_2018_2030,ui,Effizienzsteigerung Endenergieverbrauch Benzin von 2018 bis 2030 - MIV/LNF,0.12,%,"""Bis 2030 wird eine Technologieverbesserung von 12 % angenommen, Ladeverluste der Batterie sinken auf 10 %""","Fraunhofer - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_diesel_improve_2018_2030,ui,Effizienzsteigerung Endenergieverbrauch Diesel von 2018 bis 2030 - MIV/LNF,0.12,%,"""Bis 2030 wird eine Technologieverbesserung von 12 % angenommen, Ladeverluste der Batterie sinken auf 10 %""","Fraunhofer - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_diesel_improve_2018_2030,ui,Effizienzsteigerung Endenergieverbrauch Diesel von 2018 bis 2030 - SNF,0.22,%,"""Sattelzugmaschine"" Realer Kraftstoffverbrauch Diesel [l/100km]  von 32 auf 25 l/100km","Fraunhofer - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_elec_improve_2018_2030,ui,Effizienzsteigerung Endenergieverbrauch Elektro von 2018 bis 2030 - SNF,0.12,%,"""Sattelzugmaschine"" Realer Kraftstoffverbrauch Strom [kWh/100km] von 140 auf 123 kWh/100km","Fraunhofer - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_elec_it_ot_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt MIV IO und OA 2030,0.00015649210102203215,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_elec_ab_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt MIV AB 2030,0.0002501798082382981,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_petrol_it_ot_2050,ud,Spezifischer Endenergieverbrauch Benzin im Flottendurchschnitt MIV IO und OA 2050,0.000560639874433012,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Car_SEC_petrol_ab_2050,ud,Spezifischer Endenergieverbrauch Benzin im Flottendurchschnitt MIV AB 2050,0.000648603579603526,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_LDT_SEC_elec_it_ot_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt LNF IO und OA 2030,0.0002619208427628626,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_LDT_SEC_elec_ab_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt LNF AB 2030,0.000453222122493935,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_LDT_SEC_diesel_it_ot_2030,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt LNF IO und OA 2030,0.0007951508158996301,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_LDT_SEC_diesel_ab_2030,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt LNF AB 2030,0.0011072478781203312,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_LDT_SEC_fcev_2030,ud,Spezifischer Endenergieverbrauch FCEV im Flottendurchschnitt LNF 2030,0.00046,MWh/km,"Berechnet: Original: 0,93 kg/ 100 km; Annahme: Heizwert von Wasserstoff: 0,03333 MWh/kg, LNF liegt 50 % über MIV (entsprechend ifeu), Wert 2030 auch für 2050","ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_elec_it_ot_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt SNF IO und OA 2030,0.0005866012594427235,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_elec_ab_2030,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt SNF AB 2030,0.0008130084815186849,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_diesel_it_ot_2030,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt SNF IO und OA 2030,0.0022078774033081503,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_diesel_ab_2030,ud ,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt SNF AB 2030,0.0022669728689678464,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 22",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_MHD_SEC_fcev_2030,ud,Spezifischer Endenergieverbrauch FCEV im Flottendurchschnitt SNF 2030,0.00209,MWh/km,Wert für 2030 gilt auc für 2050,Öko Institut S. 33,https://www.oeko.de/fileadmin/oekodoc/StratON-O-Lkw-Technologievergleich-2018.pdf
Ass_T_S_Bus_SEC_elec_2030,ud ,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt Linienbus 2030,0.0016638993880142422,MWh/km,Berechnet: ifeu Daten mit Effizienzsteigerung für AUTOS laut Fraunhofer; Annahme Wert 2030 auch für 2050,"ifeu + Fraunhoher - Klimabilanz, Kosten und Potenziale verschiedener Kraftstoffarten und Antriebssysteme für Pkw und Lkw S. 17",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cce/2019/klimabilanz-kosten-potenziale-antriebe-pkw-lkw.pdf
Ass_T_S_Rl_Metro_SEC_fzkm_2050,ud,Spezifischer Endenergieverbrauch SSU-Bahn je Fz-km 2050,0.004,MWh/(Fz km),"Berechneter Wert über Destatis Beförderungsleistung und spez. EEV je Pers-km ergab unrealistisch hohe Werte. Um konfrom mit AGEB zu sein, wird dieser Wert verwendet; Annahme: Wert 2018 entspricht 2050",,https://procitybahn.de/energieverbrauch-von-strassenbahnen/
Ass_T_S_Rl_Metro_SEC_pkm_2030,ufyi,Spezifischer Endenergieverbrauch SSU-Bahn je P-km 2050,0.00025,MWh / Pkm,"Wert in Quelle 0,90 MJ/ Pers-km; Annahme: Wert 2018 entspricht 2050","UBA, spez. Energieverbrauchs im Personenverkehr ",
Ass_T_S_Rl_Train_gds_elec_SEC_2050,ud,spez. Endenergieverbrauch Gueterverkehr Schiene Strom bundesweit 2050,3.120060295260296e-05,MWh / tkm,"Berechnet aus Fact_T_S_RL_Train_gds_EC_elec_2018 und Fact_T_D_Rl_train_nat_trnsprt_gds_elec_2018; Annahme: Wert 2018 entspricht 2050, da nicht von weiteren signifikanten Effizienzsteigerungen ausgegangen wird",,
Ass_T_S_Rl_Train_ppl_long_elec_SEC_2050,ud,spez. Endenergieverbrauch Personenverkehr Schiene Strom bundesweit 2050,7.247191829689299e-05,MWh / Pkm,"Berechnet aus Fact_T_S_RL_Train_ppl_EC_elec_2018, Fact_T_D_Rl_train_nat_trnsprt_ppl_short_elec_2018 und Fact_T_D_Rl_train_nat_trnsprt_ppl_long_elec_2018; Annahme: Wert 2018 entspricht 2050, da nicht von weiteren signifikanten Effizienzsteigerungen ausgegangen wird",,
Ass_T_S_petrol_EmFa_tank_wheel_2050,ud,direkte spez. CO2-Emissionen Benzin,0.27102960000000004,t/MWh,"Annahme, dass der direkte Emissionsfaktor von jeweiligen E-Fuels der gleiche ist wie für fossiler Brennstoff in 2018, siehe Fact_T_S_petrol_EmFa_tank_wheel_2018",,
Ass_T_S_diesel_EmFa_tank_wheel_2050,ud,direkte spez. CO2-Emissionen Diesel,0.2664972,t/MWh,"Annahme, dass der direkte Emissionsfaktor von jeweiligen E-Fuels der gleiche ist wie für fossiler Brennstoff in 2018, siehe Fact_T_S_diesel_EmFa_tank_wheel_2018",,
Ass_T_S_jetfuel_EmFa_tank_wheel_2050,ud,direkte spez. CO2-Emissionen Kerosin,0.2637216,t/MWh,"Annahme, dass der direkte Emissionsfaktor von jeweiligen E-Fuels der gleiche ist wie für fossiler Brennstoff in 2018, siehe Fact_T_S_jetfuel_EmFa_tank_wheel_2018",,
Ass_T_S_biogas_EmFa_tank_wheel,ud,Direkter Emissionsfaktor für Biogas,0.0,t/MWh,"Annahme, dass sich das THG, dass bei der Verbrennung ensteht, mit der gebundenen Emissionen ausgleicht. Die gebundenen Emissionen werden im Generator auch mit 0 bilanziert.",,
Ass_T_S_bioethanol_EmFa_tank_wheel,ud,Direkter Emissionsfaktor für Bioethanol,0.0,t/MWh,"Annahme, dass sich das THG, dass bei der Verbrennung ensteht, mit der gebundenen Emissionen ausgleicht. Die gebundenen Emissionen werden im Generator auch mit 0 bilanziert.",,
Ass_T_S_biodiesel_EmFa_tank_wheel,ud,Direkter Emissionsfaktor für Biodiesel,0.0,t/MWh,"Annahme, dass sich das THG, dass bei der Verbrennung ensteht, mit der gebundenen Emissionen ausgleicht. Die gebundenen Emissionen werden im Generator auch mit 0 bilanziert.",,
Ass_S_ratio_bev_car_per_charge_point_smcity_rural,ud,Verhältnis zwischen  E-Fahrzeugen und öffentlich zugänglichen Ladepunkten Ländlich und Suburban im Jahr 2030,23.0,Fz/Ladepunkt,Basiert auf der Annahme dass sich die Verfügbarkeit von privater Ladeinfrastruktur bis 2030 stark erhöht.,"Nationale Leitstelle Ladeinfrastruktur 2020 ""Ladeinfrastruktur nach 2025/2030"" S. 65-66",https://www.now-gmbh.de/wp-content/uploads/2020/11/Studie_Ladeinfrastruktur-nach-2025-2.pdf
Ass_S_ratio_bev_car_per_charge_point_city,ud,Verhältnis zwischen  E-Fahrzeugen und öffentlich  zugänglichen Ladepunkten Urban im Jahr 2030,14.0,Fz/Ladepunkt,"Im urbanen Raum werden mehr  öffentliche Ladepunkte benötigt, da weniger private Ladeinfrastruktur zur Verfügung steht","Nationale Leitstelle Ladeinfrastruktur 2020 ""Ladeinfrastruktur nach 2025/2030"" S. 65-66",https://www.now-gmbh.de/wp-content/uploads/2020/11/Studie_Ladeinfrastruktur-nach-2025-2.pdf
Ass_S_ratio_bev_car_per_charge_point_nat,ud,Verhältnis zwischen  E-Fahrzeugen und öffentlich  zugänglichen Ladepunkten Durchschnitt im Jahr 2030,20.0,Fz/Ladepunkt,Durchschnittliches Verhältnis E-PKW zu Ladepunkten im Jahr 2030,"Nationale Leitstelle Ladeinfrastruktur 2020 ""Ladeinfrastruktur nach 2025/2030"" S. 65-66",https://www.now-gmbh.de/wp-content/uploads/2020/11/Studie_Ladeinfrastruktur-nach-2025-2.pdf
Ass_T_S_car_average_price_2050,ui,Durchschnittlicher PkW Neuwagenpreis (BEV) in Deutschland 2020-203X,26039.14285714286,EUR,Mittelwert der Kosten 2020-2050,Fraunhofer 2020 Anhang WEGE ZU EINEM KLIMANEUTRALEN ENERGIESYSTEM S. 14,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_T_S_bus_average_price_2050,ui,Durchschnittlicher Omnibus Neuwagenpreis (BEV) in Deutschland 2020-203X,473438.9610389611,EUR,Mittelwert der Kosten 2020-2050 mit Berechnung =600000*Ass_T_S_car_average_price_2050/33000,Verschiedene Presseartikel: unterschiedliche Modelle (Preis 2020: 600.000 EUR + Kostenreduktion bis 2050 wie bei PkW) ,https://ecomento.de/2020/02/10/vdv-elektrobusse-immer-besser-und-zuverlaessiger/
Ass_T_S_LCV_average_price_2050,ui,Durchschnittlicher LNF Neuwagenpreis in Deutschland 2020-203X,55234.545454545456,EUR,Mittelwert der Kosten 2020-2050 mit Berechnung =70000*Ass_T_S_car_average_price_2050/33000,Verschiedene Presseartikel: unterschiedliche Modelle (Preis 2020: 70.000 EUR + Kostenreduktion bis 2050 wie bei PkW) ,https://www.adac.de/rund-ums-fahrzeug/elektromobilitaet/kaufen/e-transporter/
Ass_T_S_MHCV_FCEV_average_price_2050,ui,Durchschnittlicher SNF Neuwagenpreis (FCEV) in Deutschland 2020-203X,134166.14285714287,EUR,Mittelwert der Kosten 2020-2050,Fraunhofer 2020 Anhang WEGE ZU EINEM KLIMANEUTRALEN ENERGIESYSTEM S. 15,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_T_S_MHCV_BEV_average_price_2050,ui,Durchschnittlicher SNF Neuwagenpreis (BEV) in Deutschland 2020-203X,147790.2857142857,EUR,Mittelwert der Kosten 2020-2050,Fraunhofer 2020 Anhang WEGE ZU EINEM KLIMANEUTRALEN ENERGIESYSTEM S. 15,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_T_S_MHCV_BEV_FCEV_average_price_2050,ud,Durchschnittlicher SNF Neuwagenpreis (BEV+FCEV) in Deutschland 2020-203X,140978.2142857143,EUR,Mittelwert aus Durchschnitt BEV und FCEV,Fraunhofer 2020 Anhang WEGE ZU EINEM KLIMANEUTRALEN ENERGIESYSTEM S. 15,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_T_C_invest_trolley_truck_infrstrctr,ui,Kosten Ausbau Oberleitungs LKW,26000000000.0,€,Oberleitungs-Lkw:  Ausbau von Oberleitungsinfrastruktur an 4.000 bis 8.000 km Bundesautobahn / Mehrkosten für Oberleitungs-Hybrid-Lkw,BCG 2018 Klimapfade für Deutschland S.201,https://web-assets.bcg.com/e3/06/1c25c60944a09983526ff173c969/klimapfade-fuer-deutschland.pdf
Ass_T_C_additional_invest_train_station,ui,Zusätzliche Investitionen (Personenverkehr): Bahnhöfe,22000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_additional_invest_bus_station_bus_system,ui,Zusätzliche Investitionen (Personenverkehr): Bus-Stationen & Bus-System,7000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_additional_invest_train_net_tech,ui,Zusätzliche Investitionen (Personenverkehr): Verkehrsnetz - Bahnnetz&-tech,274000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_additional_invest_metro,ui,"Zusätzliche Investitionen (Personenverkehr): Verkehrsnetz -  S-,U-,Tram",30000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_additional_invest_bicycle,ui,Zusätzliche Investitionen (Personenverkehr): Verkehrsnetz -  Fahrrad & M-Hubs,5000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_invest_charge_points,ui,Investitionen (Personenverkehr): Stromversorgung -  Ladestationen,19000000000.0,€,kumulierten Investitionen für Personenverkehr im Szenario MM35 gegen REF-2015 (ohne Pkw),MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59,https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_invest_water_ways,ud,geplantes Investitionsvolumen Wasserstraße nach BVWP für den Aus- und Neubau (2016-2030),6200000000.0,€,"Investitionen, die bei Umsetzung des BVWP für Aus- und Neubau anfallen ",BMVI 2016 S. 14,https://www.bmvi.de/SharedDocs/DE/Artikel/G/BVWP/bundesverkehrswegeplan-2030-inhalte-herunterladen.html
Ass_T_C_ratio_public_sector_100,ud,100% Anteil öffentliche Hand für Maßnahme ,1.0,%,Eigene Annahme,Eigene Annahme,n.a.
Ass_T_C_invest_state_charge_point,ui,Ausgaben öffentliche Hand für Ladeinfrastruktur,4000000000.0,€,"Das BMVI hat Fördermittel von etwa 3,95 Mrd EUR gewährt (Summe gebildet aus Grafik BMDV Förderlandschaft), weiter Unterstützung zu erwarten -> Schätzwert 4 Mrd ",Website mit Graphik,https://nationale-leitstelle.de/foerdern/
Ass_T_C_invest_state_charge_point_prctg,ud,Anteil Ausgaben öffentliche Hand für Ladeinfrastruktur,0.21052631578947367,,Berechnet aus BMVI Fördermittel und MFIVE Invest,,
Ass_T_S_number_of_charge_points_nat,ui,Anzahl benötigter öffentlich zugänglicher Elektro-Ladesäulen in Deutschland 2050,1326417.704011065,Stk,berechnet aus Anzahl BEV im Zieljahr ( aus Fact_T_S_Car_ratio_mlg_to_stock_2018 (= 20.244 Pkm/Fz) und Generator Ausgabe für den MIV für Deutschland (= 537.040.000.000 Pers km))  sowie dem  Verhältnis öffentlich zugänglicher Ladepunkte zu BEV ,"Agora 2050 S.50; Nationale Leitstelle Ladeinfrastruktur 2020 ""Ladeinfrastruktur nach 2025/2030"" S. 65-66",https://www.now-gmbh.de/wp-content/uploads/2020/11/Studie_Ladeinfrastruktur-nach-2025-2.pdf ; https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/ 
Ass_T_C_cost_per_charge_point,ud,Durchnittliche Kosten pro Ladesäule,14324.296141814391,€,berechnet: 19 Mrd Invest in ladesäulen (MFIVE)  sowie Anzahl benötigter öffentlich zugänglicher Ladesäulen  ,"MFIVE Fraunhofer ISI 2020  Synthese und Handlungsempfehlungen  zu Beschäftigungseffekten  nachhaltiger Mobilität S. 59;  Agora 2050 S.50; Nationale Leitstelle Ladeinfrastruktur 2020 ""Ladeinfrastruktur nach 2025/2030"" S. 65-67",https://www.now-gmbh.de/wp-content/uploads/2020/11/Studie_Ladeinfrastruktur-nach-2025-2.pdf ; https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/ ; https://m-five.de/wp-content/uploads/M-Five-ISI_Synthese_und_Empfehlungen_Besch%C3%A4ftigung_Nachhaltige_Mobilit%C3%A4t_200221_Final.pdf
Ass_T_C_cost_per_trnsprt_ppl_metro,ud,Durchnittliche Kosten pro pkm SSU bahn,0.762471503226107,€/Pkm,berechnet: 30 Mrd Invest (MFIVE) ./.  pkm SSU,MFIVE / berechnet aus Generator,
Ass_T_C_cost_per_trnsprt_ppl_bus_infrstrctr,ud,Durchnittliche Kosten pro pkm Businfra,0.0884679341667945,€/Pkm,berechnet: 7 Mrd Invest (MFIVE) ./.  pkm Businfra,MFIVE / berechnet aus Generator,
Ass_T_C_cost_per_trnsprt_gds_truck_infrstrctr,ud,Durchnittliche Kosten pro Einwohner -  Oberleitung-LKW-Infrastruktur,313.1805164185307,€/Einwohner,berechnet: 26 Mrd Invest (BCG) ./.  Einwohner,BCG / berechnet aus Generator,
Ass_T_C_cost_per_trnsprt_rail_infrstrctr,ud,Durchnittliche Kosten pro Einwohner - Investitionen Schienennetzausbau,3300.4408268722086,€/Einwohner,berechnet: 274 Mrd Invest (MFIVE) ./.  Einwohner,MFIVE / berechnet aus Generator,
Ass_T_C_cost_per_trnsprt_rail_train station,ud,Durchnittliche Kosten pro Einwohner - Schienenverkehr Investitionen in Bahnhöfe,264.9988985079875,€/Einwohner,berechnet: 55 Mrd Invest (MFIVE) ./.  Einwohner,MFIVE / berechnet aus Generator,
